day,price,benchmark,return_1d,momentum_20,volatility_20,drawdown_60,price_vs_ma50,vix,rate_10y
2026-01-01,100.0567,103.8627,-0.016085748703198233,0.05859494024443923,0.008696330087295643,,0.03610507243075167,21.3203,3.141
2026-01-02,100.1081,104.2857,0.0005137087271516183,0.048987196266284894,0.008659090552462822,-0.01810329776820485,0.036137274824238785,21.2288,3.2349
2026-01-03,100.113,104.7668,4.894708819769278e-05,0.04039773158314253,0.008536497169195544,-0.018055236783719675,0.035547562336574634,23.058,3.3421
2026-01-04,99.5677,104.6851,-0.005446845065076422,0.03729104202391542,0.008589501330087857,-0.023403737771421906,0.029408428929300845,20.0667,3.2834
2026-01-05,97.8686,103.6586,-0.01706477100505488,0.009097161145440236,0.009489491548602881,-0.040069129350745136,0.011700163962482746,18.3936,3.2913
2026-01-06,97.758,103.5343,-0.0011300866672252496,0.0057614354204820195,0.00924915466406911,-0.04115393442912385,0.010183156277270733,17.836,3.3137
2026-01-07,99.3927,105.0151,0.016721905112625057,0.014691649924045702,0.009905686964314705,-0.025120201503033734,0.026625070079537627,18.8774,3.3812
2026-01-08,99.2752,104.3028,-0.0011821793753465926,0.0034213795285267246,0.009798715812511176,-0.026272684294258775,0.025113352371129105,18.296,3.4503
2026-01-09,97.8639,102.7504,-0.01421603784228087,-0.019502958105610202,0.010067524174710633,-0.04011522866239414,0.010375500702361595,19.9116,3.4999
2026-01-10,97.9293,103.1698,0.0006682750227611223,-0.021392025582092522,0.009844144217132905,-0.0394737616449804,0.010618640696344217,20.1489,3.4292
2026-01-11,96.6097,101.6801,-0.013475027392210404,-0.04046430508185028,0.01017602155150322,-0.05241687901775116,-0.0034792206050728858,21.3723,3.3981
2026-01-12,95.8831,100.6661,-0.0075209839177640125,-0.05897137944368447,0.010084778254526933,-0.05954363643140326,-0.011483758413534217,19.0986,3.3951
2026-01-13,94.9227,99.9629,-0.010016363676184747,-0.06896358939048863,0.00964629794472898,-0.06896358939048863,-0.021642604211888017,16.0476,3.419
2026-01-14,94.4315,98.6386,-0.005174736917512912,-0.06686581381882284,0.0096057131153373,-0.07378145787601842,-0.02676392757746293,17.6189,3.4057
2026-01-15,92.5929,96.6069,-0.019470197974192915,-0.06907004427786068,0.010176321481572976,-0.09181511625854066,-0.04523828462400037,18.3689,3.3819
2026-01-16,93.2984,97.547,0.007619374703675907,-0.06589694453955841,0.010053635753650812,-0.0848953153291,-0.037470522416107266,19.513,3.4063
2026-01-17,94.4743,98.8709,0.012603645936050345,-0.06425419590636039,0.010516822095483916,-0.07336165988908705,-0.0252918193196342,20.1952,3.285
2026-01-18,95.2933,100.1711,0.008669024274326587,-0.050353725755161394,0.010387593996300152,-0.06532860962514397,-0.016892764903199686,19.7651,3.2654
2026-01-19,97.0145,100.9055,0.018062130286179645,-0.04600142586719769,0.011302034511546787,-0.048446453197428685,0.00035236011987915816,20.4333,3.4202
2026-01-20,96.2628,100.543,-0.007748326281122875,-0.037917500777059465,0.010825027570505892,-0.05581940055201473,-0.007893970221730773,22.9149,3.4162
2026-01-21,96.8068,101.4232,0.005651196516203605,-0.03297735148304681,0.0105112968818746,-0.050483650437747385,-0.003124490913520739,21.2549,3.4142
2026-01-22,97.12,102.0677,0.0032353099162456544,-0.029896217274479775,0.0105552325537368,-0.047411670776371206,-0.0005495331026803552,21.02,3.4059
2026-01-23,95.4327,100.2985,-0.01737335255354211,-0.04152953216756039,0.011099773428681547,-0.06396132365836293,-0.018333772257286496,22.0708,3.4158
2026-01-24,94.0392,98.3848,-0.014601913180702253,-0.0391279736299488,0.01140351856413447,-0.07762927914408302,-0.032735914107206,25.3602,3.4875
2026-01-25,95.0488,97.1619,0.010735948413002294,-0.02771333292415956,0.011272055628227372,-0.06772675466731015,-0.022641602870732802,25.3952,3.5169
2026-01-26,97.7605,99.9185,0.028529555344201984,-0.016421729161196108,0.013024466631693798,-0.041129413518672275,0.004528183560721377,24.4948,3.5475
2026-01-27,94.5196,98.0289,-0.033151426189514166,-0.047903202411075485,0.01431140557349621,-0.0729173409917041,-0.02887727628143333,24.2592,3.5035
2026-01-28,96.6401,101.4535,0.022434500357597864,-0.012505121909100247,0.015303720386428426,-0.052118704746659694,-0.007675739325475939,21.727,3.4634
2026-01-29,97.109,102.0793,0.004852023124976013,-0.008376451174469723,0.015056785662448759,-0.04751956278235836,-0.0037265586069041845,20.93,3.4064
2026-01-30,100.5998,106.148,0.03594723455086557,0.04130123579723355,0.01700435981416776,-0.01328052510058475,0.030389820596894435,19.1783,3.3295
2026-01-31,103.5025,109.6953,0.02885393410324877,0.07946551582082773,0.01763260986714812,0.0,0.05820247007731294,21.7599,3.3849
2026-02-01,101.9577,108.5999,-0.01492524335160983,0.07411293610485159,0.017937456542975464,-0.01492524335160983,0.04082526034132128,18.5798,3.3446
2026-02-02,101.8454,109.0334,-0.0011014371646280718,0.07851087825566672,0.0177119315521558,-0.016010241298519357,0.03831950251717964,17.8106,3.3434
2026-02-03,102.6291,110.1486,0.007694996533962328,0.10839060014320756,0.017611958882874288,-0.008438443515857097,0.04494502418942181,19.0003,3.3622
2026-02-04,102.0537,110.4159,-0.005606596959341847,0.09384190940037573,0.016921012938024928,-0.01399772952344136,0.03780459477452358,19.2169,3.3181
2026-02-05,100.9575,109.4611,-0.010741403790357484,0.06862395381601138,0.01724990885282765,-0.02458877804883941,0.025828576751771193,19.1864,3.3348
2026-02-06,100.9466,109.6677,-0.00010796622341080475,0.05932526211181699,0.017158857783680537,-0.024694089514745943,0.024937035068282487,19.1272,3.2659
2026-02-07,101.6596,111.3615,0.007063140313789518,0.047880471475913344,0.017138064542956074,-0.017805367020120255,0.03140011909745577,19.8449,3.2639
2026-02-08,102.421,111.2104,0.0074897009234740075,0.06397279115089116,0.016837620325202054,-0.010449022970459576,0.03839084690419803,17.3083,3.2769
2026-02-09,100.7906,110.4589,-0.01591861044121823,0.04115206782994596,0.017185479068331812,-0.026201299485519636,0.02165806930824643,16.2486,3.1281
2026-02-10,98.9993,110.3256,-0.01777249068861575,0.019350288303130236,0.017717205163362424,-0.0435081278229994,0.003718529703769624,16.2958,3.0609
2026-02-11,97.7047,109.6412,-0.013076860139415114,0.023807353244747365,0.017981760858655795,-0.05601603825994539,-0.008808197380721583,17.5222,3.089
2026-02-12,100.1596,112.6944,0.025125710431534998,0.06508349709482864,0.01825764757391778,-0.03229777058525152,0.016453438929628028,17.8656,3.1413
2026-02-13,102.9669,116.3643,0.02802826688604987,0.08330562826674304,0.018611609215183296,-0.00517475423298952,0.0447280443441509,19.5678,3.0906
2026-02-14,102.6968,116.8832,-0.002623173077950236,0.05049380884917731,0.018623351445002528,-0.007784353034950842,0.04167076619655785,19.2324,3.1712
2026-02-15,103.7276,118.8395,0.010037313723504582,0.09741894802771056,0.017827049899409985,0.0,0.05121685955332689,19.0609,3.3371
2026-02-16,105.9039,120.7988,0.02098091539763769,0.09585875842429781,0.01614373644561634,0.0,0.07196355741540184,19.324,3.4993
2026-02-17,105.2753,121.1455,-0.0059355698893052145,0.08409416223007149,0.01586659543836993,-0.0059355698893052145,0.06467107709090647,20.749,3.4997
2026-02-18,103.176,119.344,-0.01994104979990563,0.025608400811929943,0.016728985061083623,-0.025758258194457317,0.04284350765431122,21.1219,3.5675
2026-02-19,104.5389,120.7665,0.013209467317980783,0.010013284703268122,0.015162343699015464,-0.012889043746264206,0.05601129085333878,22.1059,3.5972
2026-02-20,104.8946,121.2311,0.0034025611518773147,0.02880508289221906,0.01387127212720739,-0.009530338353922696,0.0585697753990857,21.4615,3.6345
2026-02-21,103.0042,118.785,-0.018021900078745712,0.011378029837380899,0.014061512270588387,-0.02738048362713741,0.038885072850912694,21.249,3.5413
2026-02-22,102.2307,116.0561,-0.0075094025292172795,-0.003881939917625643,0.014169431045867946,-0.03468427508335381,0.03064340036962565,20.1397,3.5737
2026-02-23,103.2048,116.9986,0.009528448890597563,0.011279355868528018,0.01422288054171199,-0.02548631353519548,0.039701366523140935,19.8054,3.4858
2026-02-24,106.4013,120.6486,0.03097239663271467,0.053921699725131944,0.015618774687714528,0.0,0.07006376114248125,21.3108,3.4334
2026-02-25,106.0556,118.508,-0.003249020453697571,0.05061091705911824,0.015391857554275424,-0.003249020453697571,0.06480997975773084,22.1678,3.4922
2026-02-26,102.6241,115.2537,-0.032355670044768914,0.009487544708025597,0.017175170708414966,-0.03549956626469797,0.029689202607909415,22.6936,3.3868
2026-02-27,99.4291,111.2163,-0.03113303795112443,-0.029211782739867798,0.018466715457816817,-0.06552739487205517,-0.002398959748445284,21.4401,3.3071
2026-02-28,99.4727,111.5476,0.0004385034160019341,-0.013075624115740925,0.018369503031666408,-0.06511762544254629,-0.0022836022203166495,22.08,3.357
2026-03-01,102.0037,115.1182,0.025444167093081838,0.030347689327096194,0.01892617620529929,-0.04133032209192944,0.022266932195213363,19.997,3.3324
2026-03-02,100.1552,112.3473,-0.01812189165687128,0.025080676773993282,0.018943444310204605,-0.05870323012970713,0.003028719061926033,19.8877,3.3394
2026-03-03,100.9801,111.6728,0.008236217390609868,0.008191925686604096,0.01873339803303116,-0.05095050530397671,0.01025850566687625,18.2337,3.3444
2026-03-04,100.6276,111.1002,-0.0034907867985869423,-0.02271895143002256,0.017976694981672474,-0.05426343475126716,0.005584037512107232,18.4133,3.3051
2026-03-05,101.8171,112.605,0.011820812580246365,-0.008565992319137461,0.017054388975476426,-0.043084060063176,0.015971178565323152,18.5328,3.2725
2026-03-06,101.5055,109.7617,-0.003060389659497287,-0.021422456511092536,0.01705748471927233,-0.04601259571076677,0.011063563705745016,17.4282,3.2839
2026-03-07,98.8999,107.6061,-0.025669545000024607,-0.06613543032881686,0.017723358213435774,-0.07050101831462585,-0.015988031696082317,18.013,3.2099
2026-03-08,98.4687,106.9725,-0.004359963963563196,-0.06465524201783324,0.016906209934906297,-0.07455360037894276,-0.021056403344959285,18.9319,3.2582
2026-03-09,98.3981,106.1852,-0.0007169791009732362,-0.04630824998061567,0.01690671991732434,-0.07521712610654196,-0.022361818756092444,18.8973,3.2639
2026-03-10,99.6168,107.6202,0.01238540175064351,-0.04708390847808808,0.016776473156763037,-0.06376331868125684,-0.010764915596132685,18.0873,3.1921
2026-03-11,98.975,106.4057,-0.006442688381879447,-0.056433791634650454,0.01645194437485355,-0.06979519987067839,-0.01766739701859199,16.8731,3.1975
2026-03-12,98.1389,105.7886,-0.008447587774690457,-0.04723399628364655,0.01643865404782284,-0.07765318656820919,-0.02622322726337223,18.0486,3.1848
2026-03-13,102.0068,109.0949,0.039412506151994764,-0.0021901444478028553,0.018485628514312964,-0.0413011871095561,0.0111751393430366,19.8286,3.2047
2026-03-14,103.9322,108.6949,0.018875212240752504,0.0070481217927846895,0.01886281459778864,-0.02320554354129145,0.028528132088361247,18.8398,3.2313
2026-03-15,104.9862,111.8433,0.010141226684319271,-0.01329964953435725,0.018877129350360178,-0.01329964953435725,0.03671246351823032,19.4493,3.3189
2026-03-16,106.3436,114.0274,0.01292931832945654,0.002715556745706893,0.017826709744874877,-0.0005422866074006327,0.04777920301403382,20.2205,3.3168
2026-03-17,107.2534,113.8669,0.008555286824971198,0.04510928719472318,0.017900265272829854,0.0,0.054770172521099836,21.7823,3.2631
2026-03-18,107.6971,116.3751,0.004136931789574971,0.08315473035560017,0.016216247302730857,0.0,0.05639566612258373,21.2133,3.2737
2026-03-19,109.8157,118.4034,0.019671838888883686,0.10397827745703103,0.014644502250546202,0.0,0.0743998280266811,19.941,3.2982
2026-03-20,110.8914,120.1614,0.009795502828830571,0.08713115308562336,0.014637989930496384,0.0,0.08200610942757813,18.907,3.4115
2026-03-21,114.0225,123.1222,0.028235733339104563,0.13845811300861066,0.014838907556354508,0.0,0.1096507269415361,19.4335,3.3893
2026-03-22,116.7522,124.9496,0.02394001183976857,0.15619018004537533,0.014284778122920361,0.0,0.13329314707877948,20.4285,3.3649
2026-03-23,115.3631,124.5098,-0.011897848605850636,0.14643596786567503,0.01491398516059925,-0.011897848605850636,0.11690268282574356,22.1649,3.3697
2026-03-24,114.023,124.1996,-0.011616366065059003,0.11988064873189286,0.01529435994234413,-0.023376004906117465,0.10133141495630915,21.7733,3.3936
2026-03-25,116.9635,128.177,0.025788656674530674,0.15228731448049615,0.015835977872543257,0.0,0.12661359257924443,20.8055,3.5349
2026-03-26,116.9584,129.0907,-4.3603346343124016e-05,0.18259371344157072,0.015752793567689934,-4.3603346343124016e-05,0.12333903033577442,19.8108,3.5308
2026-03-27,113.4672,127.8385,-0.029849929547599796,0.15231743691142463,0.016209114677683198,-0.029892231337126485,0.08719489475095843,21.6829,3.4566
2026-03-28,110.5524,123.3476,-0.025688480900207256,0.12352169401644963,0.01756772817578122,-0.054812826223565425,0.05732022130422543,23.0178,3.4308
2026-03-29,110.4276,122.9611,-0.0011288764423025288,0.10852386344472009,0.017575781098682935,-0.05587982575760808,0.05435833257936262,22.4015,3.3683
2026-03-30,110.4618,121.5502,0.000309705182400144,0.11605759030058094,0.017551310281938046,-0.05558742684683682,0.053067924119484244,21.9448,3.3921
2026-03-31,111.3289,122.1807,0.007849772500538643,0.13440134340205567,0.017347045546283427,-0.048174003000936105,0.05920600494011796,20.4331,3.406
2026-04-01,110.4005,123.0001,-0.008339254227788251,0.08228569075787107,0.017342534587762925,-0.056111521970529266,0.04809920001342771,21.4045,3.4028
2026-04-02,109.5052,121.4773,-0.00810956472117419,0.05362149555190787,0.015795817119213445,-0.06376604667267993,0.03727546610104149,19.9286,3.3855
2026-04-03,110.043,122.5756,0.004911182300018746,0.04816633043199969,0.01541260189087758,-0.0591680310524223,0.040421642540081404,20.7073,3.516
2026-04-04,108.7134,121.3897,-0.012082549548812827,0.022284368781948283,0.015655428611316732,-0.07053567993433851,0.026735018831134605,24.3739,3.4034
2026-04-05,107.7388,120.6985,-0.008964856218276585,0.004525730652827686,0.015609124759845223,-0.07886819392374544,0.016562338129232357,23.9263,3.4317
2026-04-06,107.2908,120.7061,-0.0041582048435659935,-0.0037726178327921467,0.015537991447251683,-0.08269844866133447,0.011655020007122818,23.4086,3.4807
2026-04-07,103.8281,116.5452,-0.03227396943633565,-0.054524079890216015,0.017024745901409913,-0.11230341089314178,-0.02061171355487812,22.8943,3.4196
2026-04-08,101.9738,115.4544,-0.017859327099311373,-0.08041741740116914,0.016631427862649865,-0.12815707464294412,-0.03750344133733652,21.5827,3.4609
2026-04-09,103.2564,117.0456,0.012577740556888095,-0.09442083799250145,0.01675373554347773,-0.11719126052144468,-0.025412201018771396,22.0311,3.4562
2026-04-10,100.7726,114.6793,-0.02405468329323901,-0.13686765645529597,0.015653662928229815,-0.13842694515810483,-0.04817888931680003,22.3397,3.4262
2026-04-11,100.592,115.2905,-0.001792153819589859,-0.12804007520602345,0.014119421091736263,-0.13997101659919542,-0.04911183479728509,20.8033,3.4675
2026-04-12,103.7671,117.8961,0.031564140289486176,-0.08994588811029347,0.01640705908297696,-0.11282494111410823,-0.019239325071109703,20.8806,3.4598
2026-04-13,105.7161,120.0193,0.018782446459426838,-0.09616162307044507,0.017129588091837584,-0.09616162307044507,-0.0014761168115801082,21.9605,3.42
2026-04-14,105.7274,120.0404,0.00010689005742747781,-0.09602559542538203,0.015786201528325355,-0.09606501173442994,-0.0018450413032763402,19.2689,3.5096
2026-04-15,106.9002,119.9299,0.011092677962382558,-0.05787575616565854,0.016140530891105554,-0.08603795201067,0.009132109305889147,20.3834,3.5014
2026-04-16,107.5075,120.7901,0.0056809996613662594,-0.027542595185631513,0.015162401158858878,-0.08084573392554095,0.014586872814826624,18.3023,3.4886
2026-04-17,109.4654,122.2608,0.01821175266841868,-0.008713401359804918,0.014832056476650273,-0.06410632376767111,0.031732027112798766,17.1761,3.4075
2026-04-18,107.8942,121.033,-0.014353393857785224,-0.023244234658497342,0.015142073557730274,-0.07753957431164427,0.015303048587280932,19.8847,3.437
2026-04-19,108.2444,123.0066,0.0032457722472569728,-0.027706193090922482,0.01516870544754348,-0.07454547786275201,0.016919694699746968,19.2008,3.399
2026-04-20,108.9633,124.1236,0.006641452121310731,-0.013018056983437498,0.015136113698786587,-0.06839911596352699,0.022336647401421272,17.9508,3.3329
2026-04-21,109.3765,124.726,0.003792102478540782,-0.0011752866530539974,0.015071125504807083,-0.06486638994216143,0.024440803953070578,16.4939,3.3274
2026-04-22,108.6971,124.4298,-0.006211571955584527,-0.012230673464009523,0.015027893111381113,-0.07067503964912125,0.016607830906166576,16.8622,3.3292
2026-04-23,108.2686,124.8175,-0.003942147490595405,-0.004091491941195735,0.014999499013028684,-0.07433857570951619,0.011154994703298504,19.2104,3.314
2026-04-24,109.4004,125.3772,0.010453631062006918,0.015422484750155174,0.01494847729411935,-0.0646620526916516,0.020280052980506058,19.426,3.3664
2026-04-25,111.4211,127.0761,0.018470682008475237,0.03849631096049233,0.01527886359447817,-0.04738572289645915,0.03720702844460533,19.4121,3.3835
2026-04-26,109.4514,125.1972,-0.017677980203031463,0.054159712062534116,0.015817066296966144,-0.06422601922822069,0.016873699937332898,18.5879,3.4105
2026-04-27,108.0002,122.3193,-0.013258852787629949,0.05909753289570463,0.014277609230087316,-0.07663330868176821,0.0016171821396480102,18.8514,3.4297
2026-04-28,107.3211,122.3357,-0.006287951318608709,0.03936511441421553,0.013680101857736703,-0.08243939348600204,-0.006325545265860932,18.6549,3.3962
2026-04-29,107.9686,121.8297,0.006033296341539485,0.07140829947823124,0.013516057311315482,-0.07690347843558032,-0.0018740826704513047,17.9421,3.3991
2026-04-30,109.1008,122.8144,0.01048638215184794,0.08458724351837121,0.012175287059906876,-0.06722353554741423,0.006707910446061671,18.6672,3.3638
2026-05-01,109.5286,124.4673,0.003921144482900152,0.05552337879732594,0.012101620229233471,-0.06356598426004689,0.00853548867479259,17.9405,3.5112
2026-05-02,108.7152,123.7125,-0.007426370829171525,0.02836937798499939,0.010606780147389389,-0.07052029051798214,-0.00018945002473891304,18.4834,3.5722
2026-05-03,107.134,120.6418,-0.014544424330728334,0.01330402525740726,0.010517780204618134,-0.08403903781949063,-0.015311015726163446,19.529,3.6171
2026-05-04,107.968,123.3616,0.007784643530531987,0.009988755867622379,0.010627873080542869,-0.0769086082410324,-0.008189200109293138,19.8763,3.6276
2026-05-05,109.2043,124.8532,0.011450614997036146,0.0157830849010534,0.010644963440577318,-0.06633864410692214,0.002640678949780151,22.1409,3.5482
2026-05-06,108.7451,121.8446,-0.004204962625098174,-0.006580161402598539,0.010651384451721688,-0.07026465521295111,-0.0018487970060908632,22.9165,3.5239
2026-05-07,109.9835,124.6165,0.011388099325854828,0.019364340251839307,0.010181648528524774,-0.059676736759758264,0.00909470185439254,22.4711,3.5077
2026-05-08,109.3571,123.4048,-0.005695399764510167,0.01027951561466467,0.009723687077354656,-0.06503225365178023,0.003431945708707973,21.2494,3.5458
2026-05-09,109.4383,123.5496,0.0007425215189502676,0.004359265917974087,0.009706477275235773,-0.06433801998059219,0.004444866069826414,20.8281,3.5988
2026-05-10,110.1198,124.1165,0.006227253164568625,0.006795792514845633,0.00969398977157097,-0.058511415954549895,0.011424376878054643,21.6012,3.5857
2026-05-11,108.6294,123.7903,-0.013534350770706083,-0.0006228317038817766,0.010132086940229991,-0.0712538526976364,-0.0007736297415268378,21.9892,3.5249
2026-05-12,110.0683,125.4582,0.013245953673683086,0.016622547996371972,0.010446198035656988,-0.058951724255857596,0.013449260386988682,19.5789,3.6205
2026-05-13,110.5417,126.6062,0.004300965854837413,0.010432320174332155,0.010418216186188142,-0.054904307754128356,0.018460984469012898,19.9092,3.6067
2026-05-14,108.5213,125.3956,-0.018277265502520845,-0.02602559120310244,0.010993497889638045,-0.07217807264659493,0.0014041082434372854,19.9635,3.5852
2026-05-15,109.0108,125.9534,0.004510635239349359,-0.004025530966255353,0.01019069305427477,-0.06799300636523353,0.007398693501922127,20.8811,3.5595
2026-05-16,108.9958,124.3405,-0.0001376010450341303,0.009218501447219474,0.009448918828773422,-0.0681212515015368,0.008093191503522501,20.1775,3.5977
2026-05-17,110.7769,125.814,0.016340996625558102,0.032200564474273996,0.009598855947109075,-0.05289342401689412,0.024523892883926646,19.987,3.6888
2026-05-18,110.3771,126.0004,-0.0036090556785756123,0.022307411599298277,0.009510091649359858,-0.056311584383162194,0.020835864757724254,22.2547,3.6836
2026-05-19,112.0353,127.0905,0.015023043729179397,0.026897144658884153,0.009919713279196737,-0.0421345120486305,0.03587043228453557,22.1968,3.6717
2026-05-20,112.2234,128.1517,0.0016789351213410963,0.024603619511250896,0.009722274079264345,-0.04052631803938833,0.03743798925870978,25.0936,3.6249
2026-05-21,111.4825,127.8337,-0.006602009919499774,0.025454582247928625,0.009858597288631516,-0.0468607728051913,0.030382686528218628,22.9052,3.6497
2026-05-22,112.2811,128.4176,0.007163456147825764,0.048043571601918966,0.009752261066692414,-0.040033001748408736,0.03723155522350341,23.1865,3.5507
